sample	cg01962233	cg10191725	cg21729122	cg18000886	cg14514403	cg16507965	cg08769559	cg18102233	cg17036062	cg16414561	cg25053900	cg13806616	cg25545920	cg22437699	cg12419462	cg03038395	cg03971469	cg02651788	cg08209743	cg16954455	cg06943593	cg22820312	cg25745795	cg02022247	cg16890879	cg15854666	cg11863130	cg19011478	cg12705969	cg10709771	cg23221557	cg23238793	cg18757172	cg24728008	cg03450733	cg14831665	cg05242815	cg02938958	cg04118889	cg24825446	cg02082650	cg11158236
TCGA-D5-5538-01A	0.4894	0.6703	0.231	0.2161	0.1655	0.1534	0.2175	0.3293	0.5371	0.339	0.1932	0.2931	0.4714	0.6331	0.5678	0.5447	0.2752	0.3858	0.09276	0.5082	0.3959	0.3233	0.6161	0.228	0.9117	0.1297	0.6136	0.2729	0.7277	0.6202	0.3206	0.4085	0.5718	0.469	0.9055	0.9269	0.6391	0.6837	0.6985	0.5516	0.8375	0.6462
TCGA-AZ-5403-01A	0.3791	0.4271	0.2304	0.2878	0.02541	0.02862	0.04677	0.02209	0.02102	0.02986	0.04755	0.1512	0.4995	0.6739	0.01946	0.05979	0.0219	0.0304	0.04525	0.1597	0.03734	0.2253	0.5215	0.05985	0.07158	0.04826	0.1286	0.1017	0.6213	0.5864	0.06116	0.2559	0.0416	0.06117	0.4482	0.04563	0.02952	0.0163	0.04574	0.2327	0.245	0.4026
TCGA-AA-3980-01A																																										
TCGA-AA-A00O-01A																																										
TCGA-CM-6172-01A	0.6765	0.8831	0.5384	0.3161	0.1662	0.1976	0.183	0.1487	0.3682	0.2834	0.264	0.3379	0.5943	0.7621	0.3242	0.4031	0.08471	0.2759	0.08776	0.3796	0.2927	0.5517	0.8075	0.4038	0.2789	0.237	0.4872	0.7202	0.7966	0.8668	0.4499	0.4202	0.2944	0.3534	0.8488	0.3113	0.3155	0.2449	0.5836	0.3551	0.8334	0.8287
TCGA-AA-3984-01A																																										
TCGA-A6-6140-01A	0.4363	0.8772	0.149	0.1667	0.03421	0.01791	0.03865	0.01865	0.01594	0.02678	0.03016	0.1152	0.2166	0.4308	0.01255	0.04187	0.01934	0.02667	0.03201	0.06801	0.07428	0.4874	0.6837	0.05822	0.02886	0.07656	0.09063	0.727	0.8432	0.1439	0.04705	0.2461	0.0493	0.03818	0.3384	0.07272	0.03047	0.01284	0.0458	0.08407	0.2975	0.8317
TCGA-F4-6459-01A	0.6452	0.8346	0.5369	0.5855	0.5861	0.4184	0.2558	0.3868	0.6279	0.6267	0.6015	0.469	0.4845	0.7565	0.5709	0.605	0.3297	0.5647	0.2138	0.5638	0.5215	0.5363	0.6265	0.3293	0.7672	0.505	0.7354	0.6237	0.873	0.7731	0.5076	0.6009	0.6781	0.6208	0.8232	0.7704	0.5288	0.4504	0.5362	0.3898	0.3771	0.4765
TCGA-A6-2674-01A																																										
TCGA-AA-3692-01A																																										
TCGA-G4-6310-01A	0.7373	0.7985	0.6525	0.02844	0.02152	0.01939	0.03421	0.02108	0.01938	0.03425	0.07616	0.4874	0.6938	0.6624	0.01464	0.05032	0.02101	0.0275	0.04793	0.39	0.4094	0.4832	0.7993	0.3849	0.8148	0.08372	0.1521	0.1495	0.3851	0.8624	0.04033	0.1816	0.05833	0.0567	0.8702	0.4315	0.03853	0.01474	0.0623	0.3724	0.2101	0.6041
TCGA-CM-5861-01A	0.6357	0.8383	0.5074	0.4588	0.5104	0.3827	0.2825	0.3914	0.7087	0.555	0.5569	0.3839	0.6436	0.722	0.3556	0.5368	0.2667	0.4912	0.3804	0.6507	0.5913	0.6243	0.7307	0.5204	0.8787	0.5431	0.8136	0.4943	0.7084	0.5329	0.6375	0.6361	0.7091	0.8249	0.8686	0.8616	0.6219	0.5972	0.8202	0.5844	0.762	0.8008
TCGA-AA-3713-01A	0.3206	0.6819	0.5818	0.4802	0.1634	0.3298	0.06377	0.0557	0.706	0.4714	0.4116	0.5565	0.4531	0.5169	0.02278	0.05475	0.0225	0.02104	0.04254	0.5012	0.4454	0.4678	0.6911	0.5938	0.6239	0.07923	0.7955	0.5967	0.6464	0.6171	0.4995	0.4993	0.6502	0.5834	0.7643	0.6966	0.4384	0.3228	0.4382	0.4914	0.1857	0.3685
TCGA-A6-2677-01B	0.5883	0.813	0.41	0.5415	0.4775	0.2565	0.1759	0.3646	0.5293	0.4823	0.5594	0.5102	0.4365	0.6446	0.4326	0.506	0.2304	0.4143	0.1968	0.5611	0.491	0.56	0.757	0.2847	0.7648	0.2717	0.6285	0.782	0.7766	0.7495	0.4164	0.481	0.5495	0.4495	0.789	0.7086	0.4484	0.4311	0.4815	0.3592	0.6856	0.8017
TCGA-A6-6648-01A	0.5158	0.5037	0.2605	0.1133	0.04887	0.02291	0.05476	0.0203	0.0247	0.0376	0.05337	0.1774	0.7368	0.6479	0.01442	0.03562	0.02113	0.0257	0.05086	0.04651	0.02641	0.06481	0.5672	0.1426	0.358	0.06649	0.07528	0.5731	0.6446	0.3918	0.0778	0.3017	0.05644	0.05239	0.5073	0.03763	0.1155	0.0156	0.06593	0.08352	0.07305	0.3386
TCGA-AD-6963-01A	0.5318	0.5751	0.2118	0.05636	0.03071	0.02661	0.03181	0.02917	0.03439	0.04452	0.07149	0.1374	0.3909	0.4473	0.01986	0.05867	0.0302	0.03459	0.07863	0.07377	0.02671	0.06124	0.2854	0.05867	0.03795	0.07928	0.1531	0.3013	0.7634	0.2006	0.1454	0.3059	0.08273	0.04283	0.6437	0.03929	0.02307	0.01935	0.07772	0.1244	0.1788	0.4835
TCGA-AA-3673-01A																																										
TCGA-DM-A1D7-01A	0.7318	0.7787	0.397	0.3524	0.2319	0.02551	0.04128	0.04338	0.1597	0.1098	0.1477	0.4426	0.8329	0.816	0.01099	0.03736	0.01811	0.02252	0.02665	0.1207	0.03097	0.4473	0.6446	0.1711	0.2128	0.2339	0.5221	0.7303	0.8297	0.8613	0.05876	0.2505	0.05043	0.07018	0.8568	0.178	0.1549	0.02145	0.07532	0.1284	0.7775	0.883
TCGA-A6-A565-01A	0.3794	0.5757	0.4049	0.4354	0.3798	0.2998	0.221	0.3541	0.6184	0.5137	0.3896	0.3677	0.3879	0.4274	0.5232	0.5247	0.2833	0.3984	0.1989	0.5037	0.4502	0.4319	0.4607	0.3108	0.6181	0.4084	0.6959	0.406	0.51	0.5852	0.3413	0.465	0.5401	0.4708	0.6737	0.6989	0.4787	0.4162	0.4464	0.2627	0.4975	0.6356
TCGA-F4-6806-01A	0.5508	0.7682	0.5843	0.7434	0.795	0.522	0.3552	0.5345	0.7201	0.8384	0.6942	0.5889	0.6233	0.6316	0.4983	0.4999	0.2845	0.4059	0.3737	0.624	0.5363	0.5323	0.8324	0.3901	0.881	0.4322	0.673	0.7438	0.8212	0.5224	0.3903	0.5186	0.5108	0.4691	0.8832	0.9269	0.6156	0.4087	0.3833	0.3392	0.4582	0.5368
TCGA-CM-5862-01A	0.7287	0.4982	0.3125	0.0876	0.02429	0.01989	0.03643	0.02342	0.02163	0.03225	0.06337	0.2296	0.6407	0.8191	0.01609	0.04524	0.02099	0.03282	0.09178	0.7441	0.4426	0.2545	0.7387	0.08539	0.03426	0.06705	0.06122	0.3353	0.5509	0.3486	0.03208	0.347	0.0532	0.0469	0.8647	0.04219	0.02117	0.01515	0.6538	0.1198	0.3111	0.7021
TCGA-F4-6855-01A	0.6931	0.8218	0.6182	0.5379	0.3326	0.294	0.2596	0.2358	0.4883	0.6573	0.574	0.5906	0.7113	0.7078	0.4447	0.453	0.1545	0.3921	0.07159	0.4349	0.4076	0.4791	0.6579	0.5487	0.6684	0.4274	0.6364	0.6701	0.7699	0.7843	0.2963	0.4978	0.4211	0.4144	0.4565	0.4102	0.4249	0.2636	0.2766	0.2834	0.2012	0.4955
TCGA-NH-A50U-01A	0.8605	0.8877	0.07328	0.09066	0.03195	0.02103	0.03366	0.02866	0.02463	0.0479	0.04466	0.1808	0.678	0.8726	0.01713	0.05512	0.02625	0.02642	0.03423	0.09952	0.168	0.3441	0.898	0.5521	0.9222	0.0896	0.1162	0.3949	0.878	0.8957	0.04827	0.3714	0.1014	0.04159	0.6968	0.2338	0.02366	0.01382	0.04811	0.1011	0.09751	0.3251
TCGA-AA-3697-01A	0.7977	0.6183	0.397	0.06477	0.02386	0.02062	0.03106	0.02743	0.02424	0.0286	0.04672	0.1691	0.5307	0.7281	0.01317	0.07143	0.02405	0.02761	0.04729	0.0698	0.0342	0.209	0.7285	0.08595	0.1877	0.07813	0.1106	0.123	0.553	0.3516	0.03991	0.2529	0.05399	0.05234	0.5601	0.5419	0.02593	0.01927	0.04226	0.06876	0.1383	0.5125
TCGA-AZ-6607-01A	0.5136	0.4413	0.3733	0.3775	0.3531	0.1206	0.1603	0.1671	0.3851	0.2469	0.3103	0.4559	0.7787	0.6026	0.1804	0.3896	0.02486	0.0578	0.0587	0.2363	0.08611	0.05831	0.1526	0.0568	0.06465	0.1068	0.3424	0.1377	0.515	0.8529	0.1656	0.3603	0.07015	0.1199	0.3751	0.2549	0.02884	0.06554	0.187	0.1233	0.2567	0.4801
TCGA-A6-6141-01A	0.6437	0.7887	0.6395	0.2298	0.07451	0.04464	0.02544	0.02739	0.03877	0.5567	0.5355	0.5317	0.7463	0.7372	0.01457	0.03524	0.02215	0.02878	0.04841	0.07453	0.06887	0.4619	0.7883	0.5059	0.6467	0.2943	0.5542	0.472	0.5291	0.5976	0.1733	0.336	0.06525	0.06822	0.6149	0.07712	0.05463	0.02277	0.1525	0.1223	0.2027	0.4463
TCGA-A6-6142-01A	0.3341	0.512	0.2694	0.227	0.1558	0.1529	0.113	0.1445	0.3541	0.2963	0.2938	0.3074	0.3208	0.5247	0.3866	0.5723	0.09145	0.3709	0.09733	0.4639	0.2945	0.1563	0.2653	0.1777	0.2071	0.07924	0.4299	0.3033	0.5424	0.4	0.1822	0.3968	0.3127	0.408	0.8258	0.3772	0.3712	0.2573	0.3727	0.3492	0.368	0.5615
TCGA-CM-6674-01A	0.4286	0.6616	0.2205	0.05464	0.02485	0.02619	0.0423	0.02781	0.02913	0.04244	0.05785	0.4625	0.6843	0.578	0.01617	0.05428	0.02539	0.03203	0.05591	0.1757	0.1726	0.4841	0.7651	0.5698	0.5974	0.5217	0.7348	0.5052	0.6437	0.5512	0.5343	0.3796	0.07206	0.1346	0.6893	0.07107	0.07017	0.02152	0.1311	0.139	0.2381	0.4151
TCGA-F4-6461-01A	0.6591	0.8195	0.628	0.6977	0.6558	0.4896	0.2526	0.519	0.7727	0.7902	0.7529	0.6127	0.5698	0.7279	0.4231	0.593	0.2342	0.4634	0.132	0.6211	0.4788	0.5068	0.7878	0.4888	0.8692	0.6409	0.8584	0.7143	0.5794	0.8016	0.5785	0.6704	0.7484	0.7881	0.8576	0.8922	0.569	0.5431	0.6952	0.3816	0.8638	0.8713
TCGA-G4-6315-01A	0.6725	0.8088	0.6336	0.5632	0.4995	0.02929	0.03048	0.0268	0.02633	0.1996	0.1857	0.4951	0.6468	0.6636	0.01505	0.05518	0.01884	0.02058	0.1959	0.4938	0.4653	0.3566	0.7094	0.2347	0.06909	0.06022	0.1059	0.5498	0.6535	0.6362	0.3771	0.3014	0.04767	0.05328	0.6914	0.06165	0.02631	0.01368	0.1037	0.2004	0.2546	0.6223
TCGA-AA-3655-01A	0.4516	0.8596	0.7885	0.7857	0.4636	0.03422	0.04241	0.02002	0.4088	0.02572	0.04163	0.1456	0.82	0.7656	0.01095	0.1301	0.01789	0.02286	0.04917	0.04158	0.2897	0.02611	0.8916	0.1195	0.9494	0.04497	0.1935	0.8691	0.3056	0.9114	0.04636	0.2322	0.0338	0.04768	0.909	0.2383	0.03664	0.01415	0.1322	0.1136	0.09305	0.7573
TCGA-CA-6719-01A	0.7256	0.8293	0.6167	0.6751	0.6407	0.4662	0.1874	0.1663	0.6009	0.4417	0.4216	0.5047	0.7759	0.7805	0.01506	0.04596	0.02556	0.03642	0.04612	0.1358	0.0388	0.09302	0.7988	0.2672	0.7778	0.08843	0.3275	0.275	0.6831	0.6829	0.06711	0.3119	0.1378	0.08958	0.8633	0.8091	0.5393	0.2275	0.2443	0.417	0.3272	0.5198
TCGA-F4-6570-01A	0.5494	0.8536	0.552	0.6938	0.7045	0.3262	0.2689	0.3472	0.5614	0.6161	0.571	0.452	0.6907	0.6273	0.4643	0.5379	0.1939	0.4667	0.2097	0.6333	0.5893	0.5707	0.7648	0.3309	0.8794	0.6022	0.8397	0.7423	0.7023	0.7834	0.4554	0.6066	0.764	0.4971	0.8679	0.9267	0.6243	0.5867	0.6613	0.3308	0.4103	0.47
TCGA-DM-A28C-01A	0.8425	0.8752	0.7077	0.8355	0.7687	0.02965	0.04441	0.03194	0.01876	0.8846	0.8786	0.1488	0.8683	0.8589	0.01087	0.06381	0.02063	0.1112	0.03899	0.0558	0.01968	0.07596	0.161	0.05682	0.9297	0.09392	0.8692	0.06895	0.7761	0.9318	0.1836	0.5161	0.04965	0.05156	0.9037	0.487	0.02064	0.02136	0.6191	0.6853	0.5552	0.9114
TCGA-SS-A7HO-01A	0.3743	0.8897	0.281	0.5725	0.3863	0.4589	0.3152	0.4578	0.6201	0.7224	0.5327	0.3934	0.3146	0.6456	0.6217	0.5608	0.2843	0.5984	0.1154	0.6378	0.5092	0.5441	0.537	0.2101	0.7815	0.2868	0.7634	0.407	0.5569	0.3046	0.3587	0.6108	0.7538	0.4084	0.901	0.9566	0.6815	0.4893	0.5591	0.3929	0.5278	0.5063
TCGA-AA-3511-01A	0.7073	0.7799	0.2037	0.111	0.02461	0.01824	0.0269	0.02132	0.01587	0.06465	0.06099	0.1576	0.295	0.7883	0.01161	0.0546	0.02248	0.02731	0.04914	0.0454	0.02659	0.04645	0.622	0.3369	0.7316	0.3212	0.8373	0.7355	0.6774	0.7615	0.3567	0.3332	0.04376	0.07559	0.2054	0.04394	0.02963	0.01396	0.06209	0.08879	0.2332	0.7792
TCGA-AM-5820-01A	0.6498	0.814	0.2759	0.432	0.2372	0.3289	0.1868	0.3454	0.4629	0.5267	0.2971	0.3235	0.3375	0.7001	0.4129	0.4938	0.2706	0.4557	0.1292	0.4692	0.4539	0.29	0.5679	0.2054	0.6062	0.4035	0.6358	0.1964	0.8486	0.5951	0.3683	0.4977	0.5918	0.4536	0.5409	0.7959	0.5856	0.6417	0.7626	0.6265	0.2519	0.5021
TCGA-AA-3675-01A																																										
TCGA-AZ-6608-01A	0.5193	0.7367	0.4538	0.6262	0.3954	0.3984	0.1966	0.3025	0.5724	0.3113	0.335	0.3677	0.4717	0.7206	0.5255	0.5454	0.2782	0.5148	0.07701	0.4852	0.4788	0.3226	0.9054	0.1263	0.7601	0.1635	0.5814	0.8005	0.8862	0.1768	0.3205	0.5618	0.6377	0.5645	0.8083	0.6128	0.5038	0.4153	0.42	0.3082	0.5802	0.7287
TCGA-AZ-4682-01B	0.5083	0.5347	0.09772	0.08872	0.02219	0.0243	0.04403	0.01927	0.0157	0.02624	0.03352	0.1105	0.1519	0.5524	0.01241	0.04786	0.02352	0.03898	0.06101	0.02568	0.02438	0.07462	0.3863	0.03937	0.1657	0.03674	0.1621	0.05622	0.7464	0.4241	0.04098	0.3886	0.03865	0.04903	0.8847	0.06108	0.04889	0.01262	0.03276	0.07081	0.09883	0.6196
TCGA-CM-6675-01A	0.5364	0.8733	0.7759	0.7963	0.6092	0.6432	0.5957	0.18	0.8882	0.8723	0.8876	0.7402	0.8518	0.8869	0.03073	0.1374	0.02223	0.05689	0.2174	0.3507	0.0796	0.03112	0.9185	0.07092	0.9452	0.5936	0.4099	0.06713	0.4029	0.1601	0.07862	0.3134	0.09176	0.06152	0.1311	0.868	0.06174	0.0166	0.243	0.1248	0.1244	0.2168
TCGA-F4-6809-01A	0.5796	0.8286	0.4889	0.3812	0.3171	0.3051	0.2865	0.2761	0.5556	0.3954	0.4055	0.4149	0.6255	0.6604	0.4156	0.5313	0.1407	0.4217	0.1174	0.4521	0.3794	0.4055	0.7198	0.4094	0.776	0.5277	0.8641	0.4881	0.5279	0.7512	0.3467	0.439	0.3778	0.5007	0.6656	0.5002	0.4172	0.2948	0.4066	0.3858	0.7426	0.8251
TCGA-AA-A02K-01A																																										
TCGA-A6-3810-01A	0.5559	0.7769	0.2948	0.06142	0.04032	0.02685	0.02985	0.02631	0.02747	0.02848	0.03738	0.1231	0.4908	0.5151	0.0165	0.06073	0.02228	0.02224	0.02777	0.03927	0.02534	0.03915	0.5374	0.08031	0.03709	0.05377	0.1139	0.1189	0.7204	0.4623	0.04365	0.2567	0.06542	0.05535	0.4269	0.1001	0.01919	0.02174	0.05105	0.07941	0.2282	0.6136
TCGA-DM-A28H-01A	0.7748	0.8657	0.7722	0.1527	0.02398	0.029	0.0369	0.02059	0.01317	0.04631	0.09773	0.6541	0.7755	0.8486	0.0116	0.06187	0.017	0.04524	0.09311	0.6203	0.6541	0.3189	0.5052	0.6599	0.9395	0.5268	0.6761	0.57	0.8504	0.6874	0.06757	0.2861	0.03798	0.05384	0.8992	0.9248	0.5174	0.6121	0.7467	0.4455	0.6449	0.8681
TCGA-CA-6715-01A	0.4641	0.0966	0.066	0.03325	0.01857	0.03062	0.04783	0.02086	0.01827	0.02379	0.0362	0.1546	0.5104	0.7554	0.01105	0.05221	0.0195	0.02934	0.03634	0.04511	0.03684	0.04755	0.6186	0.4611	0.05716	0.05248	0.1389	0.9001	0.8709	0.4959	0.04966	0.3298	0.03427	0.04569	0.5579	0.04553	0.02112	0.01315	0.05179	0.1221	0.6284	0.8528
TCGA-AZ-6603-01A	0.6098	0.7029	0.3925	0.2703	0.195	0.3031	0.2492	0.1911	0.478	0.2223	0.2302	0.2741	0.336	0.3809	0.3806	0.3903	0.1578	0.2921	0.088	0.4135	0.3692	0.3102	0.6029	0.1822	0.3343	0.2608	0.5095	0.3888	0.2489	0.3186	0.2436	0.4716	0.3935	0.3744	0.5208	0.7439	0.4014	0.2938	0.2284	0.2371	0.2	0.429
TCGA-QG-A5Z1-01A	0.7813	0.8136	0.6989	0.7028	0.5416	0.05037	0.03155	0.03298	0.02148	0.08156	0.1599	0.5805	0.692	0.7633	0.01583	0.06152	0.02536	0.02847	0.03345	0.09253	0.03431	0.1084	0.7012	0.05517	0.0392	0.08614	0.08033	0.6539	0.7884	0.6298	0.1591	0.2888	0.06015	0.05301	0.8637	0.06663	0.02602	0.02006	0.1962	0.07125	0.2396	0.6544
TCGA-DM-A0XF-01A	0.3948	0.6092	0.4016	0.4048	0.2886	0.3377	0.2822	0.2957	0.5723	0.4711	0.4342	0.4447	0.4625	0.5757	0.4479	0.5286	0.1625	0.3913	0.1061	0.4859	0.423	0.3101	0.6219	0.2465	0.4945	0.3395	0.6814	0.461	0.7809	0.7026	0.2346	0.4174	0.4932	0.4844	0.8312	0.727	0.3974	0.3535	0.3828	0.2627	0.5326	0.6699
TCGA-D5-6923-01A	0.7384	0.7597	0.5204	0.1922	0.05152	0.02654	0.04453	0.03112	0.03449	0.05976	0.0548	0.3385	0.6972	0.7648	0.02111	0.07412	0.03142	0.03607	0.04908	0.06964	0.02566	0.2824	0.6283	0.2104	0.2985	0.08074	0.4743	0.6467	0.7581	0.7657	0.03349	0.3376	0.1001	0.0752	0.7935	0.2797	0.02687	0.0207	0.0768	0.1008	0.2963	0.7291
TCGA-G4-6307-01A	0.7467	0.8826	0.3828	0.6517	0.2735	0.3379	0.2004	0.292	0.5455	0.4207	0.4503	0.3936	0.5085	0.6492	0.469	0.4677	0.1898	0.4334	0.1793	0.4779	0.4414	0.4059	0.5295	0.2404	0.8464	0.09154	0.6193	0.8764	0.8141	0.6268	0.3671	0.4906	0.5032	0.4874	0.6767	0.6125	0.4509	0.3383	0.3336	0.3705	0.3213	0.5934
TCGA-DM-A1DB-01A	0.8821	0.6904	0.3817	0.2827	0.01493	0.01954	0.04952	0.0151	0.01109	0.01654	0.0277	0.119	0.3988	0.6014	0.008876	0.06774	0.0138	0.02163	0.03396	0.02535	0.02763	0.05272	0.07532	0.02887	0.9705	0.04536	0.703	0.3947	0.9214	0.7887	0.04062	0.2037	0.02593	0.04268	0.9394	0.4195	0.02029	0.01018	0.03631	0.08726	0.4531	0.7064
TCGA-AA-A022-01A																																										
TCGA-NH-A6GC-01A	0.738	0.8478	0.2081	0.2499	0.08117	0.08603	0.05356	0.03961	0.2356	0.05764	0.1227	0.23	0.6957	0.7522	0.1117	0.3547	0.03445	0.1458	0.0874	0.4676	0.454	0.5469	0.8914	0.6484	0.8871	0.2392	0.5719	0.7814	0.5538	0.8646	0.1149	0.282	0.09627	0.1822	0.6761	0.06594	0.1541	0.06966	0.09896	0.1463	0.1103	0.1796
TCGA-AD-6895-01A	0.7392	0.7578	0.2326	0.09924	0.04038	0.03166	0.03496	0.03132	0.03479	0.06937	0.09698	0.2065	0.4037	0.5772	0.01839	0.1125	0.03945	0.03768	0.05823	0.07016	0.03903	0.276	0.2159	0.07492	0.06528	0.06754	0.2294	0.1387	0.6674	0.8686	0.2153	0.304	0.166	0.1346	0.5029	0.05874	0.05041	0.02347	0.1047	0.2572	0.4105	0.8625
TCGA-A6-5659-01B	0.7435	0.9317	0.8541	0.9003	0.891	0.8642	0.3654	0.8341	0.7595	0.8769	0.6403	0.7485	0.7419	0.8393	0.04117	0.1122	0.05472	0.05398	0.5344	0.8835	0.7096	0.7144	0.7527	0.2544	0.9259	0.3959	0.1124	0.8854	0.744	0.451	0.8056	0.8868	0.8885	0.2809	0.8994	0.8711	0.02955	0.02198	0.07764	0.07952	0.2223	0.6967
TCGA-A6-5662-01A	0.8265	0.8975	0.5062	0.1218	0.03457	0.03149	0.02968	0.02937	0.04331	0.945	0.8642	0.4887	0.882	0.8645	0.04165	0.02869	0.02143	0.03095	0.04997	0.3313	0.3435	0.7091	0.9105	0.8327	0.9453	0.8086	0.9154	0.8136	0.7645	0.9071	0.1364	0.2745	0.04594	0.04044	0.9114	0.878	0.07567	0.2245	0.3894	0.3944	0.4217	0.8525
TCGA-AA-A02R-01A																																										
TCGA-A6-2671-01A	0.5838	0.8803	0.1193	0.04548	0.02289	0.02763	0.04929	0.02735	0.01933	0.03616	0.04866	0.1984	0.4377	0.7019	0.01313	0.06859	0.02503	0.03395	0.04233	0.2428	0.05166	0.1984	0.6893	0.5529	0.8975	0.7916	0.2891	0.1207	0.7385	0.155	0.03575	0.318	0.04975	0.04871	0.7848	0.05733	0.0276	0.0176	0.04372	0.08202	0.138	0.4373
TCGA-AA-3841-01A																																										
TCGA-AA-3975-01A																																										
TCGA-A6-2679-01A	0.6458	0.8243	0.6221	0.7129	0.6344	0.2852	0.1898	0.4294	0.7773	0.7465	0.678	0.5503	0.5018	0.5271	0.266	0.4053	0.1195	0.2413	0.0644	0.3309	0.2496	0.4831	0.6114	0.2401	0.5482	0.2156	0.498	0.6961	0.6202	0.5048	0.1668	0.356	0.2816	0.2724	0.416	0.2357	0.2915	0.131	0.24	0.1775	0.2301	0.4234
TCGA-D5-6930-01A	0.5983	0.7041	0.531	0.6252	0.4618	0.4009	0.3109	0.3169	0.6028	0.5172	0.6456	0.4118	0.6648	0.6552	0.01969	0.08886	0.03522	0.05414	0.3989	0.4926	0.4693	0.4749	0.6751	0.5024	0.5651	0.6366	0.7803	0.4352	0.6327	0.6056	0.07938	0.3204	0.1769	0.08517	0.7625	0.6663	0.4988	0.3998	0.5053	0.4077	0.6554	0.8801
TCGA-A6-2674-01B																																										
TCGA-AA-3833-01A																																										
TCGA-AA-3667-01A																																										
TCGA-DM-A1D6-01A	0.7999	0.9159	0.8156	0.7885	0.5318	0.04219	0.02348	0.02478	0.2637	0.5081	0.5034	0.677	0.8028	0.7713	0.01113	0.04192	0.01858	0.02598	0.03885	0.0693	0.02383	0.3962	0.7493	0.1392	0.05186	0.09351	0.1018	0.3583	0.6812	0.6649	0.1968	0.2581	0.04451	0.02991	0.648	0.02811	0.02056	0.01264	0.03692	0.1062	0.1164	0.3487
TCGA-AA-A00D-01A																																										
TCGA-CM-4747-01A	0.6835	0.8344	0.5047	0.726	0.6592	0.4724	0.3098	0.3883	0.7548	0.748	0.7068	0.516	0.74	0.7834	0.01869	0.05841	0.03012	0.03518	0.05843	0.4365	0.442	0.2522	0.8006	0.1844	0.6563	0.06885	0.1131	0.78	0.6778	0.5694	0.0415	0.263	0.09108	0.0544	0.8042	0.857	0.5898	0.4677	0.6053	0.3705	0.738	0.851
TCGA-AA-A004-01A																																										
TCGA-CK-6748-01A	0.792	0.863	0.4645	0.1342	0.03468	0.08151	0.08402	0.04428	0.2162	0.09585	0.1162	0.2475	0.6509	0.8285	0.1493	0.4357	0.02965	0.1675	0.09757	0.251	0.111	0.5203	0.7634	0.2127	0.03699	0.1019	0.256	0.617	0.6325	0.8204	0.1406	0.312	0.04627	0.1802	0.5727	0.09395	0.1925	0.07932	0.1197	0.6477	0.9014	0.9297
TCGA-AA-3973-01A																																										
TCGA-A6-5657-01A	0.5765	0.6956	0.5311	0.5472	0.4816	0.3938	0.2644	0.3449	0.5599	0.4805	0.4719	0.4927	0.6732	0.6175	0.01388	0.08285	0.02344	0.0366	0.1403	0.2779	0.3731	0.4607	0.6767	0.3531	0.6418	0.2654	0.4916	0.4349	0.4532	0.4776	0.492	0.4845	0.05669	0.09377	0.6065	0.1393	0.05325	0.02418	0.1376	0.1282	0.3112	0.7897
TCGA-AA-3688-01A																																										
TCGA-AA-3544-01A																																										
TCGA-AZ-4614-01A	0.7467	0.8856	0.6968	0.8136	0.7816	0.5862	0.2771	0.6292	0.8575	0.8736	0.7101	0.6236	0.7671	0.7119	0.1058	0.3397	0.03434	0.1511	0.04909	0.3481	0.3534	0.6294	0.8138	0.6319	0.9463	0.7542	0.8436	0.8229	0.5915	0.8714	0.1132	0.3278	0.1622	0.1401	0.8742	0.9353	0.6411	0.6229	0.7869	0.3673	0.1446	0.3742
TCGA-AA-A01Q-01A																																										
TCGA-CM-4746-01A	0.7719	0.8728	0.6421	0.5373	0.06237	0.02753	0.04862	0.02939	0.02755	0.05098	0.05296	0.1319	0.7211	0.7377	0.02145	0.05543	0.0281	0.04995	0.2329	0.5196	0.5009	0.5295	0.7899	0.3883	0.248	0.0944	0.1154	0.8051	0.423	0.6379	0.1024	0.3327	0.07331	0.05653	0.8102	0.06216	0.02472	0.02912	0.09055	0.08831	0.1023	0.3437
TCGA-A6-6781-01B	0.6886	0.6886	0.2819	0.07821	0.07975	0.03216	0.08832	0.05731	0.04112	0.2459	0.2786	0.5164	0.6778	0.7323	0.1196	0.1406	0.09231	0.06381	0.2323	0.3495	0.4258	0.5569	0.6291	0.5553	0.4004	0.7714	0.7538	0.5162	0.5318	0.6635	0.4771	0.4559	0.3481	0.4163	0.8014	0.7351	0.3408	0.3111	0.5299	0.3462	0.3803	0.533
TCGA-AA-3502-01A	0.8136	0.9207	0.646	0.2624	0.06522	0.02357	0.0359	0.03156	0.03386	0.0588	0.05961	0.1859	0.4853	0.8129	0.02076	0.04095	0.02868	0.03341	0.05181	0.1194	0.2623	0.6876	0.659	0.179	0.123	0.1078	0.1385	0.8481	0.4573	0.5009	0.1015	0.3344	0.1008	0.05276	0.7463	0.1167	0.02672	0.02004	0.0711	0.3319	0.1376	0.1476
TCGA-A6-6138-01A	0.5314	0.8214	0.7131	0.5811	0.601	0.5098	0.5122	0.3059	0.7405	0.6369	0.2706	0.6025	0.7922	0.7887	0.01454	0.05344	0.02674	0.03259	0.04683	0.06205	0.0202	0.5069	0.8386	0.09284	0.252	0.6548	0.2624	0.6574	0.7478	0.7822	0.05569	0.2716	0.07145	0.06657	0.8577	0.05232	0.02318	0.0158	0.09266	0.07098	0.1656	0.6476
